UID,tax_identification_number,legal_form_code,industry,entity_size_code,legal_name,location,location_code,incorporation_date,listed_entity_flag,last_updated,compliance
GR0000000478,199104722,AE,Agriculture and Food Production,L,Soil Pastoral Farm AE,Kavala,N0130,1995-08-26,True,2024-08-25 14:36:46,Somewhat Compliant
GR0000000479,781057736,OE,Tourism and Hospitality,M,Travel Expedition OE,Korinthos,N1030,2010-02-13,True,2024-10-17 16:16:10,Compliant
GR0000000480,554811020,IKE,Healthcare,S,Pathos Basileus Solutions IKE,Zakynthos,N0610,2003-08-14,False,2024-07-14 15:47:59,Compliant
GR0000000481,990505735,AT,Financial Services,S,Acropolis Wealth Consultants,Evia,N0820,1997-10-31,False,2024-05-01 10:58:00,Compliant
GR0000000482,397083132,AT,Financial Services,M,Strategy Agon Fund,Argolida,N1010,2004-11-21,False,2024-05-23 12:05:15,Compliant
GR0000000483,147337803,EPE,Consumer Goods and Retail,S,Onoma Aegean Archon EPE,Drama,N0110,1999-05-01,False,2024-10-04 12:21:36,Somewhat Compliant
GR0000000484,103807155,AT,Agriculture and Food Production,M,Demos Techne Hellenic,Samos,N1120,2024-10-14,False,2024-07-21 08:39:17,Compliant
GR0000000485,458153605,AT,Automotive,S,Paideia Performance Nous,Chalkidiki,N0270,2002-07-12,False,2024-07-04 12:42:16,Compliant
GR0000000486,927982963,AT,Financial Services,M,Consultant Mediterranean,Euritania,N0830,2002-06-28,False,2024-11-30 17:00:07,Compliant
GR0000000487,240466536,AT,Technology and Innovation,M,Portal Philia,Ioannina,N0430,1996-12-21,False,2024-06-06 17:42:20,Somewhat Compliant
GR0000000488,784095277,IKE,Financial Services,S,Banking Capital IKE,East Attica,N0930,2013-08-23,False,2024-05-15 10:28:29,Compliant
GR0000000489,381272327,IKE,Agriculture and Food Production,M,Harvest Eudaimonia IKE,Chalkidiki,N0270,2017-12-26,False,2024-01-09 15:00:29,Somewhat Compliant
GR0000000490,273497327,AE,Logistics and Transportation,M,Sophia Carrier Flow AE,Zakynthos,N0610,1999-10-30,False,2024-01-19 13:30:40,Compliant
GR0000000491,895890631,OE,Energy,M,Kalon Oikos OE,Kozani,N0330,2009-09-02,False,2024-10-11 11:26:03,Somewhat Compliant
GR0000000492,574417266,AT,Technology and Innovation,S,Creative Virtual,Chalkidiki,N0270,2009-06-21,False,2024-10-23 09:17:57,Compliant
GR0000000493,692362342,AT,Financial Services,L,Associates Strategy Equity,Kefallonia,N0630,2020-03-17,False,2024-11-08 16:20:04,Compliant
GR0000000494,857704655,IKE,Logistics and Transportation,S,Delivery Archon Hellenic IKE,Zakynthos,N0610,2023-02-11,False,2024-08-13 10:16:49,Compliant
GR0000000495,559225330,AT,Manufacturing,M,Craftsmanship Agon,Aitoloakarnania,N0710,2003-07-02,False,2024-05-21 12:55:31,Compliant
GR0000000496,702269164,AT,Agriculture and Food Production,S,Polis Greek,Mesinia,N1050,2023-01-07,False,2024-03-06 11:40:11,Non-Compliant
GR0000000497,110382761,OE,Technology and Innovation,S,Future Progressive Creative OE,Pieria,N0250,2004-04-15,False,2024-03-16 17:41:03,Compliant
GR0000000498,220123666,OE,Healthcare,S,Harmonia Dynamis OE,Ioannina,N0430,2019-04-19,False,2024-04-29 09:41:02,Compliant
GR0000000499,180792472,IKE,Agriculture and Food Production,M,Physis Vegetables IKE,Ioannina,N0430,2012-09-19,False,2024-04-04 16:55:28,Compliant
GR0000000500,841976666,AT,Technology and Innovation,S,Demos Advanced Nomos,Xanthi,N0140,2014-03-11,False,2024-10-23 13:02:35,Compliant
GR0000000501,260045822,OE,Consumer Goods and Retail,L,Xenia Physis OE,Chalkidiki,N0270,2000-06-01,False,2024-04-26 08:45:16,Compliant
GR0000000502,685823118,IKE,Energy,S,Thermal Hestia Generation IKE,Kyklades,N1210,2005-06-03,False,2024-05-11 08:43:54,Somewhat Compliant
GR0000000503,138684919,AT,Energy,S,Energy Agora,Kyklades,N1210,2004-08-02,False,2024-06-29 16:45:02,Somewhat Compliant
GR0000000504,996139578,AE,Technology and Innovation,M,Portal Agon AE,Lakonia,N1040,1999-09-30,False,2024-11-03 11:22:06,Compliant
GR0000000505,496442646,AT,Technology and Innovation,S,Paideia Digital Dynamic,Dodekanisa,N1220,2010-12-29,False,2024-02-09 16:28:07,Compliant
GR0000000506,725464884,IKE,Energy,S,Sophia Arete IKE,Kastoria,N0320,2009-07-03,False,2024-09-18 09:15:13,Compliant
GR0000000507,693269304,AT,Energy,S,Hydro Gaia,Zakynthos,N0610,2002-10-14,False,2024-06-15 17:23:53,Compliant
GR0000000508,259014493,IKE,Tourism and Hospitality,L,Koinonia Archon IKE,Trikala,N0540,1995-09-02,True,2024-12-14 14:04:41,Compliant
GR0000000509,561479973,IKE,Manufacturing,M,Machinery Builder IKE,Drama,N0110,2013-01-13,False,2024-08-06 12:09:01,Compliant
GR0000000510,236843584,AT,Healthcare,M,Therapeutic Laboratory,Lefkada,N0640,2024-05-02,False,2024-06-16 17:50:23,Compliant
GR0000000511,144913399,AT,Manufacturing,L,Kairos Koinonia Crete,Euritania,N0830,2009-03-08,True,2024-06-20 14:57:41,Compliant
GR0000000512,430989881,IKE,Tourism and Hospitality,M,Demos Escape IKE,Karditsa,N0510,1995-07-15,False,2024-07-10 15:18:39,Compliant
GR0000000513,491541578,AE,Financial Services,S,Equity Kalon Gaia AE,Trikala,N0540,2012-06-15,False,2024-01-16 10:23:02,Compliant
GR0000000514,954829815,IKE,Manufacturing,M,Polis Industrial IKE,Preveza,N0440,2004-07-16,False,2024-05-28 10:58:37,Somewhat Compliant
GR0000000515,142836793,AT,Technology and Innovation,S,Next Intelligence,Trikala,N0540,2015-07-30,False,2024-01-14 09:38:13,Compliant
GR0000000516,484194737,AT,Tourism and Hospitality,M,Polis Pathos Logos,Kefallonia,N0630,2004-11-14,False,2024-06-09 16:45:49,Compliant
GR0000000517,325567963,EPE,Healthcare,S,Specialists Laboratory Aegean EPE,Kefallonia,N0630,1997-12-16,False,2024-09-17 17:45:22,Compliant
GR0000000518,832363533,IKE,Manufacturing,M,Metals Kalon IKE,Viotia,N0810,2024-07-06,False,2024-04-20 14:53:37,Somewhat Compliant
GR0000000519,367930513,AT,Energy,M,Resources Helios,Pieria,N0250,2007-06-28,True,2024-01-17 10:24:48,Compliant
GR0000000520,816114302,AT,Manufacturing,S,Oikos Episteme,Argolida,N1010,2024-02-25,False,2024-11-28 09:04:59,Compliant
GR0000000521,210373808,IKE,Agriculture and Food Production,M,Agora Pastoral Harmonia IKE,Ilia,N0730,2022-12-26,False,2024-04-24 17:32:36,Compliant
GR0000000522,479759538,AE,Energy,S,Hydro Energeia Arete AE,Imathia,N0210,2011-07-20,False,2024-11-18 16:46:26,Compliant
GR0000000523,937643439,IKE,Logistics and Transportation,M,Link Delivery Hermes IKE,Chios,N1130,1996-12-19,False,2024-10-02 09:54:56,Compliant
GR0000000524,701170349,IKE,Tourism and Hospitality,M,Arete Zoe IKE,Preveza,N0440,1998-01-07,False,2024-09-27 08:38:30,Compliant
GR0000000525,536344399,AE,Tourism and Hospitality,S,Destination Pathos AE,Thessaloniki,N0220,2004-10-19,False,2024-12-03 16:33:28,Compliant
GR0000000526,766430218,OE,Manufacturing,S,Ionian Workshop OE,Athens,N0910,2013-06-09,False,2024-06-11 12:12:53,Compliant
GR0000000527,904745462,AT,Energy,S,Psyche Demos Gas,Thessaloniki,N0220,2008-07-10,False,2024-10-21 12:58:15,Compliant
GR0000000528,265950383,AE,Healthcare,S,Solutions Treatment Clinic AE,Kilkis,N0230,2021-11-10,False,2024-06-17 11:51:49,Compliant
GR0000000529,354194771,AE,Logistics and Transportation,L,Dynamis Kalon Hestia AE,Trikala,N0540,2017-05-29,True,2024-07-04 11:29:20,Compliant
GR0000000530,274484941,OE,Agriculture and Food Production,L,Demeter Xenia OE,Xanthi,N0140,1999-07-26,False,2024-02-29 11:28:46,Somewhat Compliant
GR0000000531,958872154,AT,Healthcare,M,Life Apollo,Peiraias and islands,N0920,2019-01-18,False,2024-07-28 13:05:22,Compliant
GR0000000532,970559510,OE,Logistics and Transportation,S,Greek Depot OE,Magnisia,N0530,2020-07-12,False,2024-10-13 16:04:58,Compliant
GR0000000533,290108532,AT,Energy,S,Thermal Polis,Kastoria,N0320,2002-09-09,False,2024-07-04 15:38:14,Compliant
GR0000000534,542697755,AT,Manufacturing,M,Praxis Zoe Crete,Fthiotida,N0840,2006-04-19,False,2024-08-17 14:14:36,Compliant
GR0000000535,126614158,IKE,Energy,S,Greek Solar Hellenic IKE,East Attica,N0930,1999-04-01,False,2024-03-05 16:15:49,Compliant
GR0000000536,292587044,AT,Agriculture and Food Production,M,Dynamis Cultivation,Achaia,N0720,2021-11-27,False,2024-07-27 17:42:08,Somewhat Compliant
GR0000000537,890880074,AE,Manufacturing,M,Developers Production AE,Pella,N0240,2009-07-19,False,2024-11-06 12:50:18,Compliant
GR0000000538,456681425,OE,Healthcare,M,Energeia Wellness OE,Lefkada,N0640,2023-04-19,False,2024-06-23 13:07:05,Non-Compliant
GR0000000539,940081098,AT,Energy,M,Onoma Episteme,Imathia,N0210,2012-06-05,False,2024-07-28 14:32:09,Compliant
GR0000000540,542073642,AT,Technology and Innovation,S,Dynamis Data Logos,Rethymno,N1330,2000-12-16,False,2024-10-21 15:40:56,Compliant
GR0000000541,961393416,AE,Financial Services,M,Venture Ethos Return AE,Zakynthos,N0610,2009-11-22,False,2024-04-11 10:56:29,Compliant
GR0000000542,819307302,IKE,Logistics and Transportation,S,Route Dynamis IKE,Korinthos,N1030,2002-11-11,False,2024-01-08 10:07:26,Somewhat Compliant
GR0000000543,889262019,AT,Energy,L,Renewable Zoe,Kefallonia,N0630,2023-07-01,True,2024-05-14 16:45:59,Compliant
GR0000000544,970535450,AT,Energy,L,Technologies Archon,Mesinia,N1050,2009-04-05,True,2024-08-28 09:08:55,Compliant
GR0000000545,366467544,IKE,Agriculture and Food Production,S,Kalon Aion Hellenic IKE,Kilkis,N0230,2024-11-20,False,2024-01-18 14:01:44,Compliant
GR0000000546,386480450,AE,Agriculture and Food Production,S,Authentic Nous AE,Kefallonia,N0630,2016-08-16,False,2024-03-26 09:08:32,Compliant
GR0000000547,270937380,EPE,Logistics and Transportation,S,Agora Supply EPE,Arta,N0410,1998-01-10,False,2024-09-28 14:57:27,Compliant
GR0000000548,945436943,OE,Manufacturing,S,Praxis Demos OE,Rodopi,N0150,2010-01-11,False,2024-06-30 10:25:44,Compliant
GR0000000549,852991721,AE,Manufacturing,M,Kosmos Logos AE,Kilkis,N0230,1995-10-16,False,2024-10-12 11:45:18,Compliant
GR0000000550,216066793,IKE,Healthcare,M,Gaia Eudaimonia Pathos IKE,Chania,N1340,2022-04-18,False,2024-03-01 13:57:52,Somewhat Compliant
GR0000000551,510751046,OE,Energy,M,Nous Network Eco OE,Evia,N0820,2021-03-29,False,2024-06-21 17:38:39,Compliant
GR0000000552,141580226,AT,Manufacturing,S,Producers Nomos,Dodekanisa,N1220,2015-02-18,False,2024-02-25 08:04:47,Compliant
GR0000000553,605399561,AT,Consumer Goods and Retail,S,Goods Merchant,Peiraias and islands,N0920,2012-02-24,False,2024-06-30 15:58:26,Compliant
GR0000000554,338836384,IKE,Logistics and Transportation,S,Xenia Ecclesia IKE,Kavala,N0130,2017-12-02,False,2024-11-18 15:47:53,Compliant
GR0000000555,314289692,OE,Financial Services,S,Hestia Guardian Treasury OE,Dodekanisa,N1220,2023-09-25,False,2024-08-11 12:48:30,Compliant
GR0000000556,976803188,IKE,Energy,S,Generation Conservation IKE,Serres,N0260,2005-06-04,False,2024-12-24 10:46:11,Compliant
GR0000000557,594246837,IKE,Financial Services,S,Archon Trust Secure IKE,Mesinia,N1050,2017-07-31,False,2024-10-28 16:05:09,Compliant
GR0000000558,475442872,EPE,Financial Services,M,Ethos Venture Protector EPE,Fokida,N0850,2021-05-08,False,2024-01-04 17:37:23,Compliant
GR0000000559,427696198,IKE,Manufacturing,S,Logos Mythos Olympic IKE,Fokida,N0850,1995-08-05,False,2024-12-11 15:24:20,Somewhat Compliant
GR0000000560,981044229,AT,Healthcare,L,Kalon Vitality Preventive,Pella,N0240,2005-06-07,False,2024-08-12 10:32:46,Compliant
GR0000000561,953995721,AE,Tourism and Hospitality,S,Kalon Ethos Retreat AE,Fthiotida,N0840,1995-12-13,False,2024-10-28 12:49:06,Compliant
GR0000000562,344378798,AT,Automotive,M,Transport Hermes Greek,Lefkada,N0640,2022-08-24,False,2024-04-28 12:31:21,Compliant
GR0000000563,339362341,AT,Tourism and Hospitality,S,Zoe Experience,Lakonia,N1040,2000-07-24,False,2024-01-25 17:33:57,Compliant
GR0000000564,125409494,IKE,Financial Services,M,Agon Dynamis IKE,Pieria,N0250,2008-11-07,False,2024-09-25 17:32:54,Compliant
GR0000000565,808705238,AE,Tourism and Hospitality,M,Kairos Oasis AE,Preveza,N0440,2005-08-08,True,2024-08-06 12:20:24,Compliant
GR0000000566,307371533,OE,Manufacturing,M,Arete Forge OE,Larisa,N0520,2014-03-21,True,2024-06-12 10:09:02,Compliant
GR0000000567,527849588,AT,Manufacturing,S,Sparta Aegean Machinery,Ilia,N0730,2005-12-03,False,2024-04-17 14:33:17,Somewhat Compliant
GR0000000568,452468587,IKE,Logistics and Transportation,L,Maritime Ecclesia IKE,Chania,N1340,2022-10-19,True,2024-10-21 17:20:06,Compliant
GR0000000569,399147754,AT,Financial Services,S,Equity Pathos Chronos,Dodekanisa,N1220,1998-07-23,False,2024-06-26 12:10:07,Compliant
GR0000000570,174539964,OE,Financial Services,L,Planners Group OE,Drama,N0110,1997-09-07,True,2024-05-27 12:31:28,Compliant
GR0000000571,930353157,OE,Automotive,M,Drive Velocity Energeia OE,Achaia,N0720,2001-03-02,False,2024-04-24 10:18:58,Compliant
GR0000000572,399708182,AE,Energy,S,Ethos Clean Mythos AE,Trikala,N0540,2011-10-19,False,2024-05-12 17:48:06,Compliant
GR0000000573,477040284,AE,Energy,M,Geothermal Pneuma Clean AE,Xanthi,N0140,2017-05-15,False,2024-04-28 12:09:06,Compliant
GR0000000574,788785773,AT,Logistics and Transportation,M,Track Way Express,Xanthi,N0140,2008-04-20,False,2024-04-15 16:53:32,Compliant
GR0000000575,646970178,AE,Energy,S,Energy Onoma AE,Kyklades,N1210,2004-01-22,False,2024-03-27 08:38:57,Compliant
GR0000000576,529151399,AT,Manufacturing,M,Harmonia Mediterranean Steel,East Attica,N0930,2001-10-19,False,2024-01-21 16:34:51,Compliant
GR0000000577,829627019,AT,Energy,L,Zoe Geothermal Nomos,Chalkidiki,N0270,2011-11-08,False,2024-04-09 08:31:53,Compliant
GR0000000578,675757257,AE,Agriculture and Food Production,S,Archon Orchard AE,Magnisia,N0530,2004-03-01,False,2024-01-14 13:13:18,Non-Compliant
GR0000000579,455569462,AE,Logistics and Transportation,S,Mediterranean Hub Kairos AE,Aitoloakarnania,N0710,2023-10-19,False,2024-10-19 14:46:28,Compliant
GR0000000580,129635852,IKE,Logistics and Transportation,S,Movement Hermes Logos IKE,Dodekanisa,N1220,1996-09-12,False,2024-09-23 10:53:29,Compliant
GR0000000581,223847257,IKE,Agriculture and Food Production,M,Farm Natural Grains IKE,Korinthos,N1030,2005-09-04,False,2024-05-31 09:45:45,Somewhat Compliant
GR0000000582,380477683,AT,Tourism and Hospitality,M,Greek Chronos,Dodekanisa,N1220,2021-10-28,False,2024-03-02 15:56:27,Compliant
GR0000000583,291735734,AE,Agriculture and Food Production,M,Olive Agro Crop AE,Dodekanisa,N1220,2014-11-26,True,2024-09-09 12:05:55,Compliant
GR0000000584,723403479,IKE,Energy,L,Dynamis Oikos Green IKE,Athens,N0910,2009-09-28,True,2024-03-11 12:46:42,Compliant
GR0000000585,385042337,AT,Tourism and Hospitality,M,Basileus Nous Chronos,Euritania,N0830,2001-01-07,True,2024-02-29 13:51:05,Non-Compliant
GR0000000586,141078352,AT,Financial Services,M,Aegean Dynamis Harmonia,Lefkada,N0640,2007-06-22,False,2024-04-23 09:20:10,Compliant
GR0000000587,216396351,OE,Agriculture and Food Production,S,Field Energeia OE,Preveza,N0440,2009-03-29,False,2024-09-16 13:17:29,Compliant
GR0000000588,740563507,EPE,Manufacturing,L,Mediterranean Maker EPE,Rodopi,N0150,2023-11-13,False,2024-11-18 16:43:49,Compliant
GR0000000589,566609283,AE,Agriculture and Food Production,S,Ethos Natural AE,Rethymno,N1330,1996-10-09,False,2024-02-07 13:57:59,Compliant
GR0000000590,471178705,EPE,Technology and Innovation,S,Solutions Agile EPE,Rethymno,N1330,2018-05-12,False,2024-01-20 14:06:59,Compliant
GR0000000591,882269302,OE,Financial Services,S,Kairos Treasury OE,Lakonia,N1040,2013-08-10,False,2024-12-27 16:20:12,Compliant
GR0000000592,944420824,EPE,Agriculture and Food Production,S,Kalon Olympian EPE,Achaia,N0720,2024-01-25,False,2024-10-12 08:40:40,Compliant
GR0000000593,436808455,AT,Consumer Goods and Retail,S,Praxis Zoe Aion,Lefkada,N0640,2007-12-09,False,2024-01-05 11:08:37,Compliant
GR0000000594,568574364,OE,Financial Services,M,Psyche Zoe OE,Florina,N0340,1996-01-23,False,2024-07-11 11:43:12,Somewhat Compliant
GR0000000595,750911797,AT,Financial Services,S,Nomos Psyche,Samos,N1120,2005-04-09,False,2024-05-15 15:09:31,Compliant
GR0000000596,649136331,AT,Technology and Innovation,M,Systems Greek,Kozani,N0330,2009-11-09,False,2024-04-05 15:18:08,Compliant
GR0000000597,224173718,IKE,Manufacturing,L,Assembly Aluminum Sophia IKE,Serres,N0260,2010-05-16,True,2024-04-11 09:33:54,Somewhat Compliant
GR0000000598,513600440,OE,Automotive,S,Designs Ethos Parts OE,East Attica,N0930,2005-11-12,False,2024-04-19 08:27:04,Compliant
GR0000000599,719106699,IKE,Healthcare,S,Wellness Sophia IKE,Ioannina,N0430,2004-03-25,False,2024-09-08 16:39:13,Compliant
GR0000000600,304095531,AE,Automotive,L,Speed Hellenic Sophia AE,Pieria,N0250,2019-03-11,True,2024-12-29 10:02:26,Compliant
GR0000000601,373506211,IKE,Agriculture and Food Production,S,Koinonia Olympian IKE,Heraklio,N1310,1997-06-03,False,2024-12-18 12:39:24,Compliant
GR0000000602,147659674,IKE,Healthcare,M,Zoe Paideia Xenia IKE,Lakonia,N1040,2024-10-29,False,2024-11-19 17:15:40,Compliant
GR0000000603,861052404,AE,Energy,S,Athens Wind AE,Samos,N1120,2006-02-19,False,2024-06-27 15:33:42,Compliant
GR0000000604,568213197,AT,Manufacturing,L,Processing Theoria,Lakonia,N1040,2004-12-22,True,2024-04-02 12:53:14,Compliant
GR0000000605,101815992,OE,Automotive,S,Athens Agon Hephaestus OE,Pieria,N0250,2022-04-10,False,2024-05-29 15:31:50,Compliant
GR0000000606,658260221,IKE,Technology and Innovation,M,Kairos Oikos Episteme IKE,Karditsa,N0510,2012-02-10,False,2024-11-18 14:38:22,Compliant
GR0000000607,965984448,AT,Technology and Innovation,L,Hellenic Pneuma Agon,Florina,N0340,2018-05-22,False,2024-10-05 15:18:06,Compliant
GR0000000608,678158427,EPE,Automotive,S,Precision Nous Psyche EPE,Dodekanisa,N1220,2009-06-04,False,2024-04-22 09:56:57,Somewhat Compliant
GR0000000609,837507241,AT,Agriculture and Food Production,S,Seeds Energeia Harvest,Preveza,N0440,2003-03-26,False,2024-05-27 14:28:20,Compliant
GR0000000610,872482077,IKE,Technology and Innovation,S,Nous Agora Intelligence IKE,Drama,N0110,2014-11-03,False,2024-05-06 14:07:11,Compliant
GR0000000611,896662826,AT,Consumer Goods and Retail,M,Vendor Nomos,Dodekanisa,N1220,2023-04-01,False,2024-08-25 13:42:07,Compliant
GR0000000612,891388192,IKE,Technology and Innovation,M,Helios Zoe IKE,Grevena,N0310,1995-04-09,False,2024-06-26 14:45:08,Compliant
GR0000000613,820081872,AE,Tourism and Hospitality,S,Mediterranean Chronos AE,Serres,N0260,1997-11-23,False,2024-09-04 15:38:26,Somewhat Compliant
GR0000000614,311564862,AT,Manufacturing,M,Mythos Metalworks Ecclesia,Achaia,N0720,2017-01-19,False,2024-12-17 11:01:18,Compliant
GR0000000615,491079829,OE,Consumer Goods and Retail,S,Nous Ecclesia OE,Lasithio,N1320,1998-02-19,False,2024-05-17 16:13:56,Compliant
GR0000000616,563102056,IKE,Tourism and Hospitality,S,Hestia Aion Paideia IKE,Larisa,N0520,2003-08-19,False,2024-07-28 08:35:49,Compliant
GR0000000617,175133802,AE,Healthcare,L,Philia Physicians AE,East Attica,N0930,1997-05-02,False,2024-06-14 12:43:20,Compliant
GR0000000618,813219781,AT,Energy,S,Psyche Renewable,Mesinia,N1050,2023-06-15,False,2024-07-29 14:51:28,Compliant
GR0000000619,454549587,IKE,Healthcare,M,Apollo Episteme IKE,Serres,N0260,2001-05-06,False,2024-08-05 14:16:58,Compliant
GR0000000620,769108025,IKE,Manufacturing,S,Processing Precision IKE,Kefallonia,N0630,2004-02-27,False,2024-01-28 12:31:46,Somewhat Compliant
GR0000000621,437064353,AT,Technology and Innovation,M,Athens Software,Arkadia,N1020,2000-08-18,False,2024-04-22 13:40:52,Compliant
GR0000000622,812306873,AT,Automotive,S,Athens Energeia Mechanical,Grevena,N0310,1999-02-11,False,2024-01-24 12:28:26,Somewhat Compliant
GR0000000623,233815413,AT,Agriculture and Food Production,S,Praxis Natural,Athens,N0910,2002-10-15,False,2024-04-23 17:56:10,Compliant
GR0000000624,872830248,EPE,Financial Services,S,Fund Greek Kosmos EPE,Thessaloniki,N0220,2021-07-31,False,2024-10-01 11:49:40,Compliant
GR0000000625,422468580,AT,Manufacturing,L,Ecclesia Manufacturers Builder,Fokida,N0850,2019-08-14,False,2024-02-26 17:39:21,Somewhat Compliant
GR0000000626,644518647,OE,Tourism and Hospitality,M,Travel Praxis Gaia OE,Kilkis,N0230,2004-03-01,False,2024-03-07 17:34:01,Compliant
GR0000000627,432091877,OE,Consumer Goods and Retail,S,Olympian Oikos Shop OE,Aitoloakarnania,N0710,2005-08-06,True,2024-01-11 14:05:49,Compliant
GR0000000628,816070802,OE,Consumer Goods and Retail,S,Nomos Pneuma OE,Ioannina,N0430,2017-10-04,False,2024-12-26 13:58:22,Compliant
GR0000000629,538508549,AT,Agriculture and Food Production,S,Olive Nomos,Evia,N0820,1998-07-03,False,2024-10-10 09:41:03,Compliant
GR0000000630,450236225,EPE,Consumer Goods and Retail,L,Trader Harmonia EPE,Rodopi,N0150,2014-02-12,True,2024-09-22 11:23:34,Compliant
GR0000000631,532074125,OE,Tourism and Hospitality,M,Oikos Getaway Psyche OE,Arta,N0410,2015-12-13,False,2024-04-11 10:53:34,Compliant
GR0000000632,848621833,IKE,Energy,S,Onoma Theoria Eudaimonia IKE,Kavala,N0130,2008-12-20,False,2024-07-21 11:18:51,Compliant
GR0000000633,417457352,IKE,Tourism and Hospitality,M,Retreat Relaxation IKE,Fokida,N0850,2002-05-12,False,2024-03-23 13:21:26,Compliant
GR0000000634,695295870,AE,Healthcare,M,Vitality Theoria Pneuma AE,Lasithio,N1320,2003-11-10,False,2024-04-20 16:46:15,Compliant
GR0000000635,236674237,IKE,Agriculture and Food Production,M,Organic Psyche Pathos IKE,Karditsa,N0510,2005-12-25,False,2024-01-07 08:54:01,Compliant
GR0000000636,305986733,AE,Agriculture and Food Production,S,Crop Eudaimonia AE,Rethymno,N1330,2014-01-07,False,2024-09-26 09:32:25,Compliant
GR0000000637,551450815,AT,Energy,M,Physis Solar Kairos,Karditsa,N0510,2002-11-29,False,2024-09-05 08:10:18,Compliant
GR0000000638,813962536,AE,Logistics and Transportation,M,Track Route Aion AE,Lesvos,N1110,2022-03-05,False,2024-06-03 08:14:40,Compliant
GR0000000639,507104143,AE,Technology and Innovation,S,Portal Ionic AE,Fokida,N0850,2006-03-02,False,2024-12-18 11:02:17,Compliant
GR0000000640,827264603,IKE,Manufacturing,S,Agora Manufacturers Construction IKE,Arkadia,N1020,2008-08-05,False,2024-03-04 14:41:25,Compliant
GR0000000641,903303363,AT,Tourism and Hospitality,M,Zoe Athens Paradise,Chios,N1130,2007-10-19,True,2024-03-08 12:55:05,Compliant
GR0000000642,286860433,AT,Healthcare,S,Medicine Psyche Eudaimonia,Drama,N0110,2020-11-08,False,2024-02-09 09:32:46,Compliant
GR0000000643,760904107,AT,Manufacturing,M,Sparta Aion Textile,Imathia,N0210,2015-02-08,False,2024-12-26 14:01:00,Compliant
GR0000000644,711072118,EPE,Healthcare,S,Surgeons Agon EPE,West Attica,N0940,2023-07-05,False,2024-10-04 17:58:09,Compliant
GR0000000645,423142470,AE,Energy,L,Ionian Gaia Nomos AE,Ilia,N0730,2004-01-12,True,2024-02-18 17:50:25,Compliant
GR0000000646,536019893,AE,Logistics and Transportation,M,Flow Chain AE,Achaia,N0720,2007-03-12,False,2024-04-09 17:54:19,Compliant
GR0000000647,688343096,IKE,Healthcare,S,Hellenic Development IKE,Achaia,N0720,2016-07-31,False,2024-06-14 14:32:47,Compliant
GR0000000648,995205588,AE,Consumer Goods and Retail,S,Philia Trade AE,Grevena,N0310,1998-08-02,False,2024-01-12 12:17:29,Compliant
GR0000000649,100435874,EPE,Logistics and Transportation,M,Supply Route Techne EPE,Kavala,N0130,2011-02-16,False,2024-04-13 09:16:41,Compliant
GR0000000650,426283245,IKE,Manufacturing,S,Eudaimonia Techne Theoria IKE,Rethymno,N1330,2012-11-10,False,2024-10-22 15:24:18,Compliant
GR0000000651,408071259,AT,Consumer Goods and Retail,S,Goods Warehouse,Chania,N1340,2011-12-10,False,2024-08-07 09:14:26,Compliant
GR0000000652,325681936,EPE,Healthcare,L,Eudaimonia Paideia Episteme EPE,Ioannina,N0430,2002-07-10,False,2024-10-14 12:30:18,Compliant
GR0000000653,561588882,AT,Energy,M,Eudaimonia Pneuma,Achaia,N0720,2016-02-11,False,2024-12-25 16:32:15,Compliant
GR0000000654,943702118,AT,Financial Services,M,Arete Treasury Planner,Chalkidiki,N0270,2014-10-18,False,2024-07-14 08:31:46,Compliant
GR0000000655,722753913,AT,Logistics and Transportation,S,Path Freight,Lasithio,N1320,2013-12-16,False,2024-07-20 13:48:34,Compliant
GR0000000656,751397897,AT,Automotive,S,Hellenic Velocity Pneuma,Pieria,N0250,2017-08-30,False,2024-12-31 09:28:14,Compliant
GR0000000657,802984810,AE,Manufacturing,M,Craftsmanship Zoe AE,Dodekanisa,N1220,2022-05-02,False,2024-10-22 08:25:49,Compliant
GR0000000658,446012478,AE,Energy,S,Hydro Network AE,Fokida,N0850,2014-06-10,True,2024-04-28 15:23:30,Somewhat Compliant
GR0000000659,599277266,IKE,Manufacturing,M,Aion Aegean Ellada IKE,Lesvos,N1110,2001-12-27,False,2024-10-15 09:41:19,Compliant
GR0000000660,574364121,AT,Logistics and Transportation,M,Express Flow Pneuma,Magnisia,N0530,2016-08-14,False,2024-06-19 10:51:40,Compliant
GR0000000661,574765466,AE,Logistics and Transportation,S,Depot Connection AE,Korinthos,N1030,1995-11-20,False,2024-02-12 09:35:10,Somewhat Compliant
GR0000000662,825449223,IKE,Healthcare,S,Professionals Agora Techne IKE,Kastoria,N0320,2012-02-09,False,2024-04-16 15:37:15,Compliant
GR0000000663,329460134,AT,Manufacturing,L,Koinonia Factory Precision,Lesvos,N1110,2014-03-03,False,2024-02-12 10:25:39,Compliant
GR0000000664,648868899,AT,Tourism and Hospitality,S,Arete Gaia Polis,Magnisia,N0530,1998-09-24,False,2024-08-30 16:46:53,Compliant
GR0000000665,608079792,AT,Agriculture and Food Production,M,Agro Demos,Korinthos,N1030,2008-06-18,False,2024-10-17 11:03:49,Somewhat Compliant
GR0000000666,952266893,AT,Energy,S,Mythos Praxis Theoria,Rodopi,N0150,2021-09-11,False,2024-09-09 12:26:19,Compliant
